FIRM,ESTAB,EMP,FIRMDEATH_FIRMS,ESTABS_ENTRY,ESTABS_EXIT,JOB_CREATION,JOB_DESTRUCTION,NET_JOB_CREATION,YEAR,state,STARTUP_RATE,EXIT_RATE,JOB_CREATION_RATE,JOB_DESTRUCTION_RATE,FIRM_DEATH_RATE,STATE_NAME
73635,88810,1345913,6270,9918,9462,219169,196318,22851,2000,41,11.17,10.65,16.28,14.59,8.51,Oregon
212797,268791,5063424,14284,23793,22591,735021,622035,112986,2000,42,8.85,8.4,14.52,12.28,6.71,Pennsylvania
22353,25395,418821,1507,2436,2251,61684,54466,7218,2000,44,9.59,8.86,14.73,13.0,6.74,Rhode Island
69787,88259,1615079,5782,9679,8923,252151,219027,33124,2000,45,10.97,10.11,15.61,13.56,8.29,South Carolina
18059,21262,307084,1274,1986,1860,45677,37981,7696,2000,46,9.34,8.75,14.87,12.37,7.05,South Dakota
91652,119785,2386703,8001,12384,12393,381129,323340,57789,2000,47,10.34,10.35,15.97,13.55,8.73,Tennessee
323973,424421,8021020,29597,49475,46142,1468112,1175570,292542,2000,48,11.66,10.87,18.3,14.66,9.14,Texas
38842,47772,910360,3545,6535,5259,157017,128883,28134,2000,49,13.68,11.01,17.25,14.16,9.13,Utah
16764,19162,253105,1195,1795,1686,37589,27748,9841,2000,50,9.37,8.8,14.85,10.96,7.13,Vermont
123010,158347,2908148,9492,17141,15298,491673,375571,116102,2000,51,10.82,9.66,16.91,12.91,7.72,Virginia
118696,143974,2236593,10447,17010,15825,386306,318146,68160,2000,53,11.81,10.99,17.27,14.22,8.8,Washington
30287,37769,564251,2288,3451,3544,78898,64631,14267,2000,54,9.14,9.38,13.98,11.45,7.55,West Virginia
102647,127059,2416189,6966,11473,10424,327050,269222,57828,2000,55,9.03,8.2,13.54,11.14,6.79,Wisconsin
13708,15877,174967,973,1680,1494,29135,23274,5861,2000,56,10.58,9.41,16.65,13.3,7.1,Wyoming
70622,90726,1607531,6417,9451,9944,232374,274296,-41922,2001,1,10.42,10.96,14.46,17.06,9.09,Alabama
12738,15322,210785,1022,1749,1762,35790,32366,3424,2001,2,11.41,11.5,16.98,15.35,8.02,Alaska
81664,103385,1944283,7424,14038,12524,356857,337672,19185,2001,4,13.58,12.11,18.35,17.37,9.09,Arizona
45630,56532,982479,4308,6138,6387,142357,146758,-4401,2001,5,10.86,11.3,14.49,14.94,9.44,Arkansas
574491,710061,12925160,49220,85693,77892,2249696,2016533,233163,2001,6,12.07,10.97,17.41,15.6,8.57,California
100135,121339,1951117,8810,16504,13912,361440,336757,24683,2001,8,13.6,11.47,18.52,17.26,8.8,Colorado
69197,83252,1543592,4724,7714,7769,216856,215650,1206,2001,9,9.27,9.33,14.05,13.97,6.83,Connecticut
17614,21239,384912,1283,2611,2136,64016,57341,6675,2001,10,12.29,10.06,16.63,14.9,7.28,Delaware
14306,17697,401728,920,1862,1715,61229,57593,3636,2001,11,10.52,9.69,15.24,14.34,6.43,District of Columbia
308143,382419,6421767,29561,51975,46852,1321420,1095619,225801,2001,12,13.59,12.25,20.58,17.06,9.59,Florida
139809,179630,3428829,12489,22814,20729,563563,579407,-15844,2001,13,12.7,11.54,16.44,16.9,8.93,Georgia
22064,27526,438493,1440,2716,2393,58090,51907,6183,2001,15,9.87,8.69,13.25,11.84,6.53,Hawaii
27875,33054,463250,2324,4201,3933,80918,72550,8368,2001,16,12.71,11.9,17.47,15.66,8.34,Idaho
219947,273110,5359193,16678,26301,26968,747800,832730,-84930,2001,17,9.63,9.87,13.95,15.54,7.58,Illinois
103152,132825,2578616,7981,12514,13347,332448,403874,-71426,2001,18,9.42,10.05,12.89,15.66,7.74,Indiana
57527,72788,1250437,4264,5920,6720,143715,162517,-18802,2001,19,8.13,9.23,11.49,13.0,7.41,Iowa
54236,67542,1111818,4369,6683,6890,147603,164472,-16869,2001,20,9.89,10.2,13.28,14.79,8.06,Kansas
64685,82040,1487729,5048,7978,8159,200405,224493,-24088,2001,21,9.72,9.95,13.47,15.09,7.8,Kentucky
72600,91729,1591625,5704,9311,9621,239944,249260,-9316,2001,22,10.15,10.49,15.08,15.66,7.86,Louisiana
29287,34716,494700,2214,3600,3279,68619,66079,2540,2001,23,10.37,9.45,13.87,13.36,7.56,Maine
92706,114883,2074102,6929,12735,11700,323883,309857,14026,2001,24,11.09,10.18,15.62,14.94,7.47,Maryland
127066,154877,3068191,9064,15321,14558,472328,443634,28694,2001,25,9.89,9.4,15.39,14.46,7.13,Massachusetts
167344,210269,3965150,12955,20475,20864,565987,645680,-79693,2001,26,9.74,9.92,14.27,16.28,7.74,Michigan
99873,123535,2385381,6994,12973,11148,331752,329242,2510,2001,27,10.5,9.02,13.91,13.8,7.0,Minnesota
42693,54056,921758,3845,5564,6054,124427,161873,-37446,2001,28,10.29,11.2,13.5,17.56,9.01,Mississippi
103389,130019,2367421,8664,12664,13316,331704,349781,-18077,2001,29,9.74,10.24,14.01,14.77,8.38,Missouri
24197,28135,303391,1768,3105,2745,46767,42891,3876,2001,30,11.04,9.76,15.41,14.14,7.31,Montana
36530,44743,739753,2502,4230,4057,98806,108979,-10173,2001,31,9.45,9.07,13.36,14.73,6.85,Nebraska
34937,42879,936996,3643,6553,5736,163557,144690,18867,2001,32,15.28,13.38,17.46,15.44,10.43,Nevada
28597,33842,558335,2081,3357,3223,77002,73804,3198,2001,33,9.92,9.52,13.79,13.22,7.28,New Hampshire
176775,208459,3609542,13471,22652,20999,599780,534703,65077,2001,34,10.87,10.07,16.62,14.81,7.62,New Jersey
31119,38410,552680,2573,4394,4342,92599,90535,2064,2001,35,11.44,11.3,16.75,16.38,8.27,New Mexico
366559,432891,7254199,27426,46020,43010,1035147,1032635,2512,2001,36,10.63,9.94,14.27,14.23,7.48,New York
145560,185569,3428720,11856,20754,19244,545714,513375,32339,2001,37,11.18,10.37,15.92,14.97,8.15,North Carolina
15173,18197,257218,1025,1503,1538,32269,30621,1648,2001,38,8.26,8.45,12.55,11.9,6.76,North Dakota
187923,245337,4882569,13613,21651,22512,640430,746129,-105699,2001,39,8.83,9.18,13.12,15.28,7.24,Ohio
61749,76709,1208541,5154,8138,8092,189030,183164,5866,2001,40,10.61,10.55,15.64,15.16,8.35,Oklahoma
73798,89442,1358303,6292,10496,9811,218195,203519,14676,2001,41,11.73,10.97,16.06,14.98,8.53,Oregon
212314,269354,5062248,14531,24676,23936,701166,697778,3388,2001,42,9.16,8.89,13.85,13.78,6.84,Pennsylvania
22309,25403,413041,1518,2379,2342,51935,56072,-4137,2001,44,9.37,9.22,12.57,13.58,6.8,Rhode Island
69644,88377,1599476,6023,9721,9589,238541,253287,-14746,2001,45,11.0,10.85,14.91,15.84,8.65,South Carolina
18073,21361,313873,1281,2046,1982,45690,39987,5703,2001,46,9.58,9.28,14.56,12.74,7.09,South Dakota
90581,118932,2349963,7957,12427,13194,351974,384575,-32601,2001,47,10.45,11.09,14.98,16.37,8.78,Tennessee
325723,427939,8114051,29108,51187,47768,1440551,1360395,80156,2001,48,11.96,11.16,17.75,16.77,8.94,Texas
39826,48735,911180,3617,7045,6136,161940,165489,-3549,2001,49,14.46,12.59,17.77,18.16,9.08,Utah
16646,19108,253242,1155,1669,1660,32217,28829,3388,2001,50,8.73,8.69,12.72,11.38,6.94,Vermont
123941,159582,2937050,9375,17340,16023,472997,452615,20382,2001,51,10.87,10.04,16.1,15.41,7.56,Virginia
118927,144751,2249099,10319,17153,16375,358549,347138,11411,2001,53,11.85,11.31,15.94,15.43,8.68,Washington
29670,37114,556939,2401,3225,3830,74569,79957,-5388,2001,54,8.69,10.32,13.39,14.36,8.09,West Virginia
102370,127047,2383839,7056,11125,11111,282598,314526,-31928,2001,55,8.76,8.75,11.85,13.19,6.89,Wisconsin
13848,16042,178785,1038,1812,1661,29095,25440,3655,2001,56,11.3,10.35,16.27,14.23,7.5,Wyoming
70694,91379,1580317,6045,10230,9843,256717,288148,-31431,2002,1,11.2,10.77,16.24,18.23,8.55,Alabama
12850,15628,213687,1042,2131,1844,39775,37983,1792,2002,2,13.64,11.8,18.61,17.78,8.11,Alaska
82247,105214,1936027,7875,14864,13155,387471,401602,-14131,2002,4,14.13,12.5,20.01,20.74,9.57,Arizona
46049,57468,969782,3908,6875,6124,150739,169908,-19169,2002,5,11.96,10.66,15.54,17.52,8.49,Arkansas
578004,720469,12637954,52847,94942,86401,2293305,2686108,-392803,2002,6,13.18,11.99,18.15,21.25,9.14,California
100738,122656,1890677,9349,16601,15693,339190,412835,-73645,2002,8,13.53,12.79,17.94,21.84,9.28,Colorado
68651,83154,1539918,5055,8325,8651,236302,247219,-10917,2002,9,10.01,10.4,15.35,16.05,7.36,Connecticut
17520,21571,384796,1411,2694,2448,66395,68315,-1920,2002,10,12.49,11.35,17.25,17.75,8.05,Delaware
14637,18135,415382,992,2204,1992,68978,67548,1430,2002,11,12.15,10.98,16.61,16.26,6.78,District of Columbia
313450,390766,6351738,30352,56589,48982,1218577,1324217,-105640,2002,12,14.48,12.53,19.18,20.85,9.68,Florida
141434,182177,3374002,12802,24274,22130,567961,656309,-88348,2002,13,13.32,12.15,16.83,19.45,9.05,Georgia
22232,27853,439316,1645,3076,2845,66871,70973,-4102,2002,15,11.04,10.21,15.22,16.16,7.4,Hawaii
28186,33650,452618,2305,4466,3950,82057,93035,-10978,2002,16,13.27,11.74,18.13,20.55,8.18,Idaho
218472,273151,5170439,17433,29573,30292,782102,1003155,-221053,2002,17,10.83,11.09,15.13,19.4,7.98,Illinois
103401,133927,2522809,7957,14333,13675,375749,450568,-74819,2002,18,10.7,10.21,14.89,17.86,7.7,Indiana
57291,72795,1230719,4034,6798,7023,162213,192428,-30215,2002,19,9.34,9.65,13.18,15.64,7.04,Iowa
54126,67894,1102940,4358,7406,7270,174508,190376,-15868,2002,20,10.91,10.71,15.82,17.26,8.05,Kansas
64547,82739,1463217,5081,8818,8340,218528,248314,-29786,2002,21,10.66,10.08,14.93,16.97,7.87,Kentucky
73080,92792,1574258,5660,10166,9343,258530,286327,-27797,2002,22,10.96,10.07,16.42,18.19,7.74,Louisiana
29167,34941,486991,2321,3865,3780,70035,83652,-13617,2002,23,11.06,10.82,14.38,17.18,7.96,Maine
93687,116876,2060371,7074,14125,12460,335681,364724,-29043,2002,24,12.09,10.66,16.29,17.7,7.55,Maryland
126399,155574,2981212,9869,16626,16415,456030,566822,-110792,2002,25,10.69,10.55,15.3,19.01,7.81,Massachusetts
165700,209769,3866699,14063,22826,23912,627760,742106,-114346,2002,26,10.88,11.4,16.24,19.19,8.49,Michigan
99770,124311,2352936,7767,13882,13448,358427,409978,-51551,2002,27,11.17,10.82,15.23,17.42,7.78,Minnesota
42948,54615,913775,3565,6219,5814,142769,155013,-12244,2002,28,11.39,10.65,15.62,16.96,8.3,Mississippi
104132,131587,2335483,8672,15649,14450,371119,417319,-46200,2002,29,11.89,10.98,15.89,17.87,8.33,Missouri
24299,28388,300645,1833,3247,3110,50230,53320,-3090,2002,30,11.44,10.96,16.71,17.74,7.54,Montana
36595,45144,739838,2572,4607,4324,114465,115276,-811,2002,31,10.21,9.58,15.47,15.58,7.03,Nebraska
35544,44158,934566,3617,7048,5848,185206,191667,-6461,2002,32,15.96,13.24,19.82,20.51,10.18,Nevada
28458,33981,549603,2173,3572,3535,80112,93898,-13786,2002,33,10.51,10.4,14.58,17.08,7.64,New Hampshire
176366,209467,3579307,14560,24187,23685,605761,650510,-44749,2002,34,11.55,11.31,16.92,18.17,8.26,New Jersey
31273,38668,553329,2573,4653,4505,98950,101549,-2599,2002,35,12.03,11.65,17.88,18.35,8.23,New Mexico
367053,435651,7172846,29835,50863,49464,1178363,1348832,-170469,2002,36,11.68,11.35,16.43,18.8,8.13,New York
145758,187176,3326047,12305,21797,20711,510454,626194,-115740,2002,37,11.65,11.06,15.35,18.83,8.44,North Carolina
15035,18233,254501,1015,1655,1669,36474,40312,-3838,2002,38,9.08,9.15,14.33,15.84,6.75,North Dakota
186693,245380,4730322,14222,24285,25022,710232,882826,-172594,2002,39,9.9,10.2,15.01,18.66,7.62,Ohio
62304,77527,1190934,4955,8876,8269,202639,223771,-21132,2002,40,11.45,10.67,17.02,18.79,7.95,Oklahoma
73514,89826,1327686,6390,10672,10556,214316,251474,-37158,2002,41,11.88,11.75,16.14,18.94,8.69,Oregon
211987,270515,5012916,15044,26585,26236,759703,848172,-88469,2002,42,9.83,9.7,15.15,16.92,7.1,Pennsylvania
22220,25535,417327,1562,2663,2601,65378,62149,3229,2002,44,10.43,10.19,15.67,14.89,7.03,Rhode Island
70000,89220,1544479,5930,10370,9752,227564,294421,-66857,2002,45,11.62,10.93,14.73,19.06,8.47,South Carolina
18303,21775,301274,1293,2407,2037,43403,56168,-12765,2002,46,11.05,9.35,14.41,18.64,7.06,South Dakota
90214,119152,2299658,7926,13301,13540,363869,427140,-63271,2002,47,11.16,11.36,15.82,18.57,8.79,Tennessee
328305,434109,7967147,29649,55336,50205,1482983,1678150,-195167,2002,48,12.75,11.57,18.61,21.06,9.03,Texas
40811,50046,905564,3694,7555,6321,165163,172384,-7221,2002,49,15.1,12.63,18.24,19.04,9.05,Utah
16553,19075,254033,1174,1828,1965,37186,39986,-2800,2002,50,9.58,10.3,14.64,15.74,7.09,Vermont
125311,162124,2924310,9691,19178,17106,488547,522863,-34316,2002,51,11.83,10.55,16.71,17.88,7.73,Virginia
118333,145340,2157649,10945,18191,17995,342284,444264,-101980,2002,53,12.52,12.38,15.86,20.59,9.25,Washington
29398,37039,565737,2341,3630,3832,89837,85090,4747,2002,54,9.8,10.35,15.88,15.04,7.96,West Virginia
102092,127614,2363207,7549,12790,12571,334384,374618,-40234,2002,55,10.02,9.85,14.15,15.85,7.39,Wisconsin
14126,16382,178231,1060,2049,1752,33613,33680,-67,2002,56,12.51,10.69,18.86,18.9,7.5,Wyoming
71006,91900,1599218,5913,9549,8975,251048,231733,19315,2003,1,10.39,9.77,15.7,14.49,8.33,Alabama
13072,15939,218143,953,1968,1651,40171,34099,6072,2003,2,12.35,10.36,18.41,15.63,7.29,Alaska
83813,107078,1978714,7831,14433,12525,388711,350729,37982,2003,4,13.48,11.7,19.64,17.73,9.34,Arizona
46569,58325,979974,3786,6479,5595,141289,131369,9920,2003,5,11.11,9.59,14.42,13.41,8.13,Arkansas
587014,729162,12775745,52433,90613,81689,2240321,2098693,141628,2003,6,12.43,11.2,17.54,16.43,8.93,California
102361,124426,1874789,9225,16641,14820,315801,330859,-15058,2003,8,13.37,11.91,16.84,17.65,9.01,Colorado
68267,82588,1538320,4869,7486,8023,216064,220906,-4842,2003,9,9.06,9.71,14.05,14.36,7.13,Connecticut
17786,21876,382270,1284,2432,2102,51419,54173,-2754,2003,10,11.12,9.61,13.45,14.17,7.22,Delaware
14602,18050,414213,952,1738,1817,55247,56231,-984,2003,11,9.63,10.07,13.34,13.58,6.52,District of Columbia
323475,401252,6456922,31927,59109,48512,1232515,1112023,120492,2003,12,14.73,12.09,19.09,17.22,9.87,Florida
144271,185204,3357845,12790,23983,20893,529321,543463,-14142,2003,13,12.95,11.28,15.76,16.18,8.87,Georgia
22659,28252,457851,1505,2896,2490,70615,51411,19204,2003,15,10.25,8.81,15.42,11.23,6.64,Hawaii
29108,34668,465173,2288,4624,3587,77702,65942,11760,2003,16,13.34,10.35,16.7,14.18,7.86,Idaho
219808,274893,5189066,16439,28628,26798,762340,743888,18452,2003,17,10.41,9.75,14.69,14.34,7.48,Illinois
103723,134433,2539614,7740,12962,12412,371221,353741,17480,2003,18,9.64,9.23,14.62,13.93,7.46,Indiana
57588,73045,1227592,3851,6802,6518,154478,157268,-2790,2003,19,9.31,8.92,12.58,12.81,6.69,Iowa
54423,68207,1110597,4102,6907,6534,159133,153515,5618,2003,20,10.13,9.58,14.33,13.82,7.54,Kansas
64575,82957,1464781,4968,7971,7719,205672,204856,816,2003,21,9.61,9.3,14.04,13.99,7.69,Kentucky
73706,93318,1594923,5571,9285,8718,248850,228220,20630,2003,22,9.95,9.34,15.6,14.31,7.56,Louisiana
29527,35353,489004,2066,3671,3236,68447,65973,2474,2003,23,10.38,9.15,14.0,13.49,7.0,Maine
95298,118429,2074815,6875,12992,11422,310876,296370,14506,2003,24,10.97,9.64,14.98,14.28,7.21,Maryland
128598,157523,2962768,8924,17002,15014,421153,445096,-23943,2003,25,10.79,9.53,14.21,15.02,6.94,Massachusetts
165834,210058,3848588,13037,21326,20995,573301,592932,-19631,2003,26,10.15,9.99,14.9,15.41,7.86,Michigan
101321,126122,2365843,7182,13859,12008,347959,332939,15020,2003,27,10.99,9.52,14.71,14.07,7.09,Minnesota
43287,55044,917176,3521,5826,5384,140447,136950,3497,2003,28,10.58,9.78,15.31,14.93,8.13,Mississippi
105773,133443,2368068,8663,15239,13328,341601,309527,32074,2003,29,11.42,9.99,14.43,13.07,8.19,Missouri
24913,29022,305071,1746,3382,2733,47307,42805,4502,2003,30,11.65,9.42,15.51,14.03,7.01,Montana
36950,45617,757679,2438,4445,3948,117158,99360,17798,2003,31,9.74,8.65,15.46,13.11,6.6,Nebraska
37047,45908,972324,3561,7337,5475,174194,138058,36136,2003,32,15.98,11.93,17.92,14.2,9.61,Nevada
28606,34186,542754,2176,3503,3293,74871,81453,-6582,2003,33,10.25,9.63,13.79,15.01,7.61,New Hampshire
177000,210144,3569522,14742,23433,22711,558292,569991,-11699,2003,34,11.15,10.81,15.64,15.97,8.33,New Jersey
31707,39114,571402,2385,4446,3987,99033,81121,17912,2003,35,11.37,10.19,17.33,14.2,7.52,New Mexico
372011,440366,7260392,30318,49798,44948,1104105,1005400,98705,2003,36,11.31,10.21,15.21,13.85,8.15,New York
147003,188828,3346803,11863,20986,19286,516969,498544,18425,2003,37,11.11,10.21,15.45,14.9,8.07,North Carolina
15100,18278,260378,888,1503,1447,35360,29254,6106,2003,38,8.22,7.92,13.58,11.24,5.88,North Dakota
186493,245194,4743234,13617,22736,22856,670464,662503,7961,2003,39,9.27,9.32,14.14,13.97,7.3,Ohio
62700,78033,1173697,5098,8196,7649,175934,193710,-17776,2003,40,10.5,9.8,14.99,16.5,8.13,Oklahoma
74880,91294,1330265,5793,10819,9293,203501,199260,4241,2003,41,11.85,10.18,15.3,14.98,7.74,Oregon
212696,271706,4987016,14676,25290,24031,693267,717850,-24583,2003,42,9.31,8.84,13.9,14.39,6.9,Pennsylvania
22490,25792,422085,1485,2705,2433,59293,53561,5732,2003,44,10.49,9.43,14.05,12.69,6.6,Rhode Island
71019,90450,1554132,5701,10182,8928,242809,233940,8869,2003,45,11.26,9.87,15.62,15.05,8.03,South Carolina
18455,21854,303187,1253,2139,2046,41325,39700,1625,2003,46,9.79,9.36,13.63,13.09,6.79,South Dakota
90549,119609,2293210,7590,12818,12326,350127,355816,-5689,2003,47,10.72,10.31,15.27,15.52,8.38,Tennessee
332231,438204,7992684,29849,52590,48364,1381901,1351810,30091,2003,48,12.0,11.04,17.29,16.91,8.98,Texas
42286,51514,900435,3907,7729,6247,154102,156899,-2797,2003,49,15.0,12.13,17.11,17.42,9.24,Utah
16645,19289,252225,1055,1891,1663,33868,35831,-1963,2003,50,9.8,8.62,13.43,14.21,6.34,Vermont
127425,164659,2932633,9480,18646,16052,441325,433121,8204,2003,51,11.32,9.75,15.05,14.77,7.44,Virginia
120187,146989,2204609,10066,17917,16227,353893,333621,20272,2003,53,12.19,11.04,16.05,15.13,8.38,Washington
29237,36979,563717,2183,3489,3522,79017,80126,-1109,2003,54,9.44,9.52,14.02,14.21,7.47,West Virginia
102120,127864,2386814,7187,11757,11452,318497,293173,25324,2003,55,9.19,8.96,13.34,12.28,7.04,Wisconsin
14339,16593,182237,1061,1892,1680,31383,27348,4035,2003,56,11.4,10.12,17.22,15.01,7.4,Wyoming
71887,93046,1638483,5607,9679,8532,251736,213970,37766,2004,1,10.4,9.17,15.36,13.06,7.8,Alabama
13398,16263,223947,989,1940,1616,35215,29480,5735,2004,2,11.93,9.94,15.72,13.16,7.38,Alaska
86329,110284,2047476,7404,14870,11713,373713,302108,71605,2004,4,13.48,10.62,18.25,14.76,8.58,Arizona
47225,59151,995445,3793,6292,5471,144904,130640,14264,2004,5,10.64,9.25,14.56,13.12,8.03,Arkansas
595745,738839,12954769,52730,90479,80970,2143405,1969823,173582,2004,6,12.25,10.96,16.55,15.21,8.85,California
104204,126690,1893383,9215,16624,14366,304165,283675,20490,2004,8,13.12,11.34,16.06,14.98,8.84,Colorado
68835,83500,1535978,4575,8035,7147,202080,203874,-1794,2004,9,9.62,8.56,13.16,13.27,6.65,Connecticut
18172,22433,392851,1277,2619,2050,60462,50122,10340,2004,10,11.67,9.14,15.39,12.76,7.03,Delaware
14880,18482,423307,963,2115,1689,59027,49772,9255,2004,11,11.44,9.14,13.94,11.76,6.47,District of Columbia
340394,420014,6669343,31787,66227,47551,1252645,1111125,141520,2004,12,15.77,11.32,18.78,16.66,9.34,Florida
148403,190007,3430488,12387,24143,19370,561122,493711,67411,2004,13,12.71,10.19,16.36,14.39,8.35,Georgia
23118,28811,471260,1521,2891,2341,63838,50665,13173,2004,15,10.03,8.13,13.55,10.75,6.58,Hawaii
30213,35852,484948,2193,4678,3493,84506,64484,20022,2004,16,13.05,9.74,17.43,13.3,7.26,Idaho
222620,277919,5201754,16196,29055,26041,727879,714700,13179,2004,17,10.45,9.37,13.99,13.74,7.28,Illinois
104815,136155,2581485,7631,13358,11642,353655,311205,42450,2004,18,9.81,8.55,13.7,12.06,7.28,Indiana
58003,73503,1243540,3910,6543,6091,159112,142148,16964,2004,19,8.9,8.29,12.8,11.43,6.74,Iowa
55135,68927,1119932,3956,6921,6170,149660,140617,9043,2004,20,10.04,8.95,13.36,12.56,7.18,Kansas
65210,83732,1484243,4788,8157,7383,207997,189202,18795,2004,21,9.74,8.82,14.01,12.75,7.34,Kentucky
74521,94256,1618244,5425,9249,8304,239928,218615,21313,2004,22,9.81,8.81,14.83,13.51,7.28,Louisiana
29982,35870,495364,2163,3686,3173,61208,54535,6673,2004,23,10.28,8.85,12.36,11.01,7.21,Maine
97483,120843,2141733,6946,13443,11055,327119,262642,64477,2004,24,11.12,9.15,15.27,12.26,7.13,Maryland
127400,156572,2975392,11706,15659,16638,385000,376736,8264,2004,25,10.0,10.63,12.94,12.66,9.19,Massachusetts
166914,210610,3862487,12658,21026,20512,543912,531240,12672,2004,26,9.98,9.74,14.08,13.75,7.58,Michigan
103298,128468,2378613,7247,13910,11591,310765,300516,10249,2004,27,10.83,9.02,13.06,12.63,7.02,Minnesota
43687,55622,930640,3401,5639,5063,133836,119917,13919,2004,28,10.14,9.1,14.38,12.89,7.78,Mississippi
108251,136282,2395278,8788,15934,13101,342178,317669,24509,2004,29,11.69,9.61,14.29,13.26,8.12,Missouri
25768,29898,315419,1787,3707,2819,48884,38142,10742,2004,30,12.4,9.43,15.5,12.09,6.93,Montana
37311,46003,755726,2483,4225,3844,93588,94825,-1237,2004,31,9.18,8.36,12.38,12.55,6.65,Nebraska
38714,47884,1025102,3671,7585,5601,184882,132966,51916,2004,32,15.84,11.7,18.04,12.97,9.48,Nevada
29118,34827,551537,2057,3704,3064,69385,61269,8116,2004,33,10.64,8.8,12.58,11.11,7.06,New Hampshire
179444,211701,3603895,14359,23969,22485,558725,536840,21885,2004,34,11.32,10.62,15.5,14.9,8.0,New Jersey
32264,39725,582433,2430,4427,3816,92535,81333,11202,2004,35,11.14,9.61,15.89,13.96,7.53,New Mexico
377046,446172,7357609,31177,51882,46158,1066424,1007683,58741,2004,36,11.63,10.35,14.49,13.7,8.27,New York
150189,192477,3369619,11380,21506,17885,494898,469702,25196,2004,37,11.17,9.29,14.69,13.94,7.58,North Carolina
15370,18569,266578,884,1645,1347,33375,27110,6265,2004,38,8.86,7.25,12.52,10.17,5.75,North Dakota
187034,246380,4727436,13454,22742,21594,614658,631860,-17202,2004,39,9.23,8.76,13.0,13.37,7.19,Ohio
63591,79188,1187202,4771,8388,7234,177956,164883,13073,2004,40,10.59,9.14,14.99,13.89,7.5,Oklahoma
76341,93071,1348785,5878,10816,9060,191546,174645,16901,2004,41,11.62,9.73,14.2,12.95,7.7,Oregon
215154,274326,5049211,14353,25432,22840,673113,615228,57885,2004,42,9.27,8.33,13.33,12.18,6.67,Pennsylvania
23092,26519,436046,1502,2928,2200,62326,50322,12004,2004,44,11.04,8.3,14.29,11.54,6.5,Rhode Island
72456,92228,1571520,5577,10250,8478,224819,210789,14030,2004,45,11.11,9.19,14.31,13.41,7.7,South Carolina
18806,22265,312194,1188,2229,1825,45177,35573,9604,2004,46,10.01,8.2,14.47,11.39,6.32,South Dakota
92164,121544,2338915,7069,12930,11012,344388,301308,43080,2004,47,10.64,9.06,14.72,12.88,7.67,Tennessee
337218,445131,8091970,29793,53168,46298,1351666,1258810,92856,2004,48,11.94,10.4,16.7,15.56,8.83,Texas
44032,53473,913101,3835,7946,6002,164921,149508,15413,2004,49,14.86,11.22,18.06,16.37,8.71,Utah
16911,19560,253061,1033,1853,1584,28316,28136,180,2004,50,9.47,8.1,11.19,11.12,6.11,Vermont
131598,169659,3043725,9133,19683,14727,481832,373876,107956,2004,51,11.6,8.68,15.83,12.28,6.94,Virginia
122818,150276,2256149,9763,18347,15085,334852,284853,49999,2004,53,12.21,10.04,14.84,12.63,7.95,Washington
29555,37389,568781,2064,3545,3129,74326,69568,4758,2004,54,9.48,8.37,13.07,12.23,6.98,West Virginia
103208,129367,2433330,6687,11787,10289,314321,267090,47231,2004,55,9.11,7.95,12.92,10.98,6.48,Wisconsin
14653,16925,188857,984,1903,1573,30863,23865,6998,2004,56,11.24,9.29,16.34,12.64,6.72,Wyoming
72505,94174,1677276,5684,9698,8546,263962,227143,36819,2005,1,10.3,9.07,15.74,13.54,7.84,Alabama
13573,16568,227658,1019,1911,1594,36286,29014,7272,2005,2,11.53,9.62,15.94,12.74,7.51,Alaska
89489,114818,2165357,7597,16344,11835,413268,296912,116356,2005,4,14.23,10.31,19.09,13.71,8.49,Arizona
47592,59985,1012458,3984,6428,5598,138582,122003,16579,2005,5,10.72,9.33,13.69,12.05,8.37,Arkansas
606436,753532,13142196,54385,95357,80756,2083861,1915619,168242,2005,6,12.65,10.72,15.86,14.58,8.97,California
106937,130034,1914669,9248,17643,14317,298761,280568,18193,2005,8,13.57,11.01,15.6,14.65,8.65,Colorado
69164,84039,1518116,4801,8235,7704,183440,199945,-16505,2005,9,9.8,9.17,12.08,13.17,6.94,Connecticut
18345,22520,395629,1349,2420,2324,56494,52990,3504,2005,10,10.75,10.32,14.28,13.39,7.35,Delaware
14992,18668,426360,921,1876,1692,53992,51512,2480,2005,11,10.05,9.06,12.66,12.08,6.14,District of Columbia
355534,437621,6838182,33403,67902,50348,1237831,1070563,167268,2005,12,15.52,11.5,18.1,15.66,9.4,Florida
152026,194637,3478867,13084,24994,20405,546558,500885,45673,2005,13,12.84,10.48,15.71,14.4,8.61,Georgia
23553,29464,486395,1521,3004,2361,71924,56551,15373,2005,15,10.2,8.01,14.79,11.63,6.46,Hawaii
31777,37618,513501,2296,5277,3512,91536,63310,28226,2005,16,14.03,9.34,17.83,12.33,7.23,Idaho
224878,281080,5218572,17119,30349,27214,712352,694118,18234,2005,17,10.8,9.68,13.65,13.3,7.61,Illinois
104932,136647,2600861,8127,13047,12553,338441,320778,17663,2005,18,9.55,9.19,13.01,12.33,7.75,Indiana
58321,74009,1265303,4056,6559,6055,156021,134509,21512,2005,19,8.86,8.18,12.33,10.63,6.95,Iowa
55542,69540,1126840,4106,6806,6194,150850,145010,5840,2005,20,9.79,8.91,13.39,12.87,7.39,Kansas
65604,84524,1511050,5075,8346,7566,213439,189025,24414,2005,21,9.87,8.95,14.13,12.51,7.74,Kentucky
